Frequency (Hz)	Level (dB)
7187.500000	-58.790932
7203.125000	-59.748779
7218.750000	-61.908512
7234.375000	-64.624268
7250.000000	-66.907669
7265.625000	-68.948494
7281.250000	-70.614113
7296.875000	-71.981712
7312.500000	-73.343346
7328.125000	-74.282211
7343.750000	-75.276962
7359.375000	-75.808647
7375.000000	-76.095871
7390.625000	-76.250153
7406.250000	-75.925774
7421.875000	-75.582863
7437.500000	-74.681587
7453.125000	-73.963287
7468.750000	-73.863647
7484.375000	-75.195122
7500.000000	-77.516556
7515.625000	-80.649712
7531.250000	-83.789719
7546.875000	-86.450401
7562.500000	-88.751137
7578.125000	-90.665482
7593.750000	-92.375130
7609.375000	-93.998680
7625.000000	-95.665810
7640.625000	-97.385994
7656.250000	-98.959129
7671.875000	-100.514557
7687.500000	-102.022423
7703.125000	-103.686867
7718.750000	-105.656540
7734.375000	-107.319237
7750.000000	-109.434929
7765.625000	-112.433159
7781.250000	-116.661057
7796.875000	-121.548210
7812.500000	-126.638054
7828.125000	-131.852234
7843.750000	-136.952316
7859.375000	-142.489029
7875.000000	-147.467773
7890.625000	-150.898499
7906.250000	-152.743423
7921.875000	-153.137680
7937.500000	-153.427689
7953.125000	-153.493195
7968.750000	-153.567276
7984.375000	-153.593353
