Frequency (Hz)	Level (dB)
179.687500	-63.894859
180.664062	-65.880371
181.640625	-66.061974
182.617188	-65.867035
183.593750	-66.321068
184.570312	-67.700256
185.546875	-66.716019
186.523438	-66.308739
187.500000	-67.268158
188.476562	-68.590881
189.453125	-68.508957
190.429688	-68.038139
191.406250	-68.295898
192.382812	-69.241455
193.359375	-70.078941
194.335938	-69.277794
195.312500	-69.266205
196.289062	-69.576500
197.265625	-70.052307
198.242188	-70.290115
199.218750	-70.027420
200.195312	-70.167107
201.171875	-70.646683
202.148438	-70.346375
203.125000	-70.604202
204.101562	-70.900505
205.078125	-71.111702
206.054688	-70.680260
207.031250	-70.807854
208.007812	-71.256996
208.984375	-71.567268
209.960938	-71.948158
210.937500	-72.027687
211.914062	-71.707588
212.890625	-71.193939
213.867188	-72.143822
214.843750	-72.679573
215.820312	-72.822151
216.796875	-72.322189
217.773438	-71.764641
218.750000	-72.504303
219.726562	-72.945023
220.703125	-73.174538
221.679688	-73.067459
222.656250	-73.342972
223.632812	-73.036705
224.609375	-72.513573
225.585938	-73.411316
226.562500	-72.943703
227.539062	-72.128281
228.515625	-72.727592
229.492188	-72.837189
230.468750	-72.822502
231.445312	-73.167221
232.421875	-72.726326
233.398438	-73.223007
234.375000	-73.840698
235.351562	-73.435333
236.328125	-73.869682
237.304688	-73.883904
238.281250	-73.996407
239.257812	-73.806580
240.234375	-73.568115
241.210938	-72.363686
242.187500	-72.477425
243.164062	-73.686493
244.140625	-73.598335
245.117188	-73.910011
246.093750	-73.712692
247.070312	-73.389862
248.046875	-73.377747
249.023438	-73.266350
250.000000	-74.220284
250.976562	-73.763603
251.953125	-72.903854
252.929688	-72.823883
253.906250	-72.420036
254.882812	-72.714890
255.859375	-73.670441
256.835938	-74.502747
257.812500	-73.732491
258.789062	-73.222382
259.765625	-73.238686
260.742188	-73.199318
261.718750	-72.823883
262.695312	-72.989357
263.671875	-73.084892
264.648438	-72.403076
265.625000	-73.236755
266.601562	-73.500839
267.578125	-73.447441
268.554688	-72.516975
269.531250	-72.667099
270.507812	-72.969910
271.484375	-72.384193
272.460938	-72.537041
273.437500	-73.184265
274.414062	-72.668571
275.390625	-72.438324
276.367188	-73.312294
277.343750	-72.078766
278.320312	-72.120262
279.296875	-72.118744
280.273438	-72.958748
281.250000	-72.828720
282.226562	-71.836449
283.203125	-72.076866
284.179688	-72.067085
285.156250	-72.040245
286.132812	-72.066460
287.109375	-71.112289
288.085938	-70.409081
289.062500	-69.946571
290.039062	-70.724060
291.015625	-70.951180
291.992188	-70.534119
292.968750	-69.874191
293.945312	-69.261925
294.921875	-69.773453
295.898438	-69.797104
296.875000	-69.287788
297.851562	-69.512726
298.828125	-69.018570
299.804688	-69.372543
300.781250	-68.972916
301.757812	-68.708847
302.734375	-68.574158
303.710938	-68.622719
304.687500	-67.968620
305.664062	-68.338356
306.640625	-67.629921
307.617188	-67.696671
308.593750	-67.887077
309.570312	-67.010498
310.546875	-67.121155
311.523438	-67.031677
312.500000	-66.910889
313.476562	-66.550873
314.453125	-66.035469
315.429688	-67.046288
316.406250	-67.060783
317.382812	-66.150398
318.359375	-65.220619
319.335938	-65.216354
320.312500	-63.796207
321.289062	-63.096016
322.265625	-63.702721
323.242188	-63.528027
324.218750	-62.731331
325.195312	-63.106266
326.171875	-62.020699
327.148438	-61.035194
328.125000	-60.938225
329.101562	-60.806606
330.078125	-60.644470
331.054688	-60.207634
332.031250	-60.323105
333.007812	-60.898029
333.984375	-59.892811
334.960938	-59.220158
335.937500	-59.734013
336.914062	-60.127254
337.890625	-59.965641
338.867188	-59.898235
339.843750	-59.985901
340.820312	-60.590675
341.796875	-60.407871
342.773438	-60.802109
343.750000	-61.274559
344.726562	-61.660412
345.703125	-61.410835
346.679688	-62.073181
347.656250	-61.848846
348.632812	-62.290604
349.609375	-62.711906
350.585938	-62.930923
351.562500	-62.741268
352.539062	-64.543343
353.515625	-64.856194
354.492188	-63.981590
355.468750	-65.426346
356.445312	-65.633537
357.421875	-64.835495
358.398438	-65.941696
359.375000	-67.030067
360.351562	-66.445236
361.328125	-66.901642
362.304688	-67.057442
363.281250	-67.372688
364.257812	-67.803085
365.234375	-68.025940
366.210938	-68.236771
367.187500	-67.565956
368.164062	-67.862564
369.140625	-68.398285
370.117188	-69.063263
371.093750	-69.202469
372.070312	-69.858940
373.046875	-69.084778
374.023438	-69.162376
375.000000	-68.572754
375.976562	-69.601387
376.953125	-69.779831
377.929688	-70.178223
378.906250	-69.868301
379.882812	-70.256561
380.859375	-69.828743
381.835938	-69.232506
382.812500	-69.819923
383.789062	-70.494995
384.765625	-70.293663
385.742188	-71.062088
386.718750	-71.068611
387.695312	-71.477562
388.671875	-71.492889
389.648438	-70.924210
390.625000	-70.854942
391.601562	-70.841377
392.578125	-71.426537
393.554688	-72.165138
394.531250	-72.012604
395.507812	-71.288872
396.484375	-71.382256
397.460938	-72.280701
398.437500	-73.100311
399.414062	-71.696754
400.390625	-72.015007
401.367188	-72.208260
402.343750	-72.254265
403.320312	-72.448929
404.296875	-72.981903
405.273438	-73.354378
406.250000	-73.111954
407.226562	-72.935455
408.203125	-72.337547
409.179688	-71.958855
410.156250	-72.771515
411.132812	-72.487999
412.109375	-71.632133
413.085938	-70.985550
414.062500	-71.580772
415.039062	-71.883560
416.015625	-72.022964
416.992188	-72.655052
417.968750	-72.454506
418.945312	-72.628952
419.921875	-72.709381
420.898438	-72.723633
421.875000	-72.443710
422.851562	-71.690781
423.828125	-72.864075
424.804688	-71.944702
425.781250	-72.147476
426.757812	-72.283424
427.734375	-72.559196
428.710938	-73.375641
429.687500	-72.621841
430.664062	-71.106445
431.640625	-70.703392
432.617188	-71.378876
433.593750	-71.838669
434.570312	-72.556259
435.546875	-71.781166
436.523438	-71.992188
437.500000	-71.031013
438.476562	-70.729439
439.453125	-71.520035
440.429688	-72.012085
441.406250	-71.345711
442.382812	-70.488220
443.359375	-70.675369
444.335938	-70.651749
445.312500	-70.945808
446.289062	-70.523994
447.265625	-70.741135
448.242188	-71.461472
449.218750	-71.889771
450.195312	-70.787888
451.171875	-70.858437
452.148438	-70.614082
453.125000	-70.692734
454.101562	-70.286728
455.078125	-69.636017
456.054688	-69.436523
457.031250	-68.877708
458.007812	-68.399399
458.984375	-68.931145
459.960938	-68.460922
460.937500	-68.263405
461.914062	-67.919708
462.890625	-68.142052
463.867188	-68.104286
464.843750	-67.861252
465.820312	-67.440437
466.796875	-68.043854
467.773438	-67.472366
468.750000	-67.318878
469.726562	-67.231689
470.703125	-67.152634
471.679688	-67.273224
472.656250	-66.564102
473.632812	-65.900581
474.609375	-65.652931
475.585938	-66.412766
476.562500	-66.155472
477.539062	-65.518105
478.515625	-65.782959
479.492188	-64.410019
480.468750	-63.635895
481.445312	-64.394577
482.421875	-65.231888
483.398438	-63.701733
484.375000	-62.761524
485.351562	-62.757465
486.328125	-61.855515
487.304688	-61.069954
488.281250	-61.543926
489.257812	-60.570202
490.234375	-59.551098
491.210938	-59.547222
492.187500	-58.698364
493.164062	-57.916134
494.140625	-56.965656
495.117188	-57.586964
496.093750	-57.152180
497.070312	-56.750881
498.046875	-56.942383
499.023438	-57.540581
500.000000	-57.082790
500.976562	-56.053619
501.953125	-56.603123
502.929688	-56.422707
503.906250	-56.812172
504.882812	-57.333187
505.859375	-57.500034
506.835938	-57.066292
507.812500	-57.974201
508.789062	-58.854847
509.765625	-59.876579
510.742188	-59.540340
511.718750	-59.464985
512.695312	-60.948544
513.671875	-61.649330
514.648438	-61.552750
515.625000	-62.052078
516.601562	-62.457554
517.578125	-62.659317
518.554688	-62.704853
519.531250	-63.681721
520.507812	-63.796040
521.484375	-63.380474
522.460938	-63.977730
523.437500	-64.950256
524.414062	-64.964638
525.390625	-64.974602
526.367188	-65.245071
527.343750	-65.488441
528.320312	-65.169685
529.296875	-65.315865
530.273438	-65.834335
531.250000	-67.071976
532.226562	-67.358894
533.203125	-67.038292
534.179688	-67.072762
535.156250	-66.938011
536.132812	-67.206596
537.109375	-67.501831
538.085938	-67.779037
539.062500	-68.595886
540.039062	-68.123589
541.015625	-68.105881
541.992188	-68.834244
542.968750	-69.216148
543.945312	-69.488655
544.921875	-68.482719
545.898438	-68.818642
546.875000	-68.945847
547.851562	-69.033951
548.828125	-69.631134
549.804688	-69.782982
550.781250	-69.620224
551.757812	-69.231461
552.734375	-68.936775
553.710938	-69.174522
554.687500	-69.463745
555.664062	-69.931244
556.640625	-69.487541
557.617188	-69.922401
558.593750	-71.146973
559.570312	-70.445839
560.546875	-70.863197
561.523438	-70.987144
562.500000	-70.002991
563.476562	-69.742996
564.453125	-69.749512
565.429688	-70.623047
566.406250	-71.077995
567.382812	-71.668152
568.359375	-71.727165
569.335938	-70.897522
570.312500	-70.957481
571.289062	-70.903069
572.265625	-70.076767
573.242188	-70.134270
574.218750	-70.926422
575.195312	-70.286163
576.171875	-70.719673
577.148438	-70.473587
578.125000	-70.320312
579.101562	-70.708572
580.078125	-70.388474
581.054688	-70.391441
582.031250	-69.750130
583.007812	-70.436958
583.984375	-71.853821
584.960938	-71.227783
585.937500	-71.158165
586.914062	-70.788376
587.890625	-70.827812
588.867188	-71.845573
589.843750	-71.038986
590.820312	-70.656586
591.796875	-70.312080
592.773438	-70.517128
593.750000	-71.273567
594.726562	-70.451759
595.703125	-69.871437
596.679688	-69.751884
597.656250	-69.979218
598.632812	-70.201035
599.609375	-70.822792
600.585938	-70.652222
601.562500	-70.343681
602.539062	-70.310249
603.515625	-70.038925
604.492188	-70.679474
605.468750	-71.403702
606.445312	-70.770630
607.421875	-69.708427
608.398438	-70.283272
609.375000	-69.801872
610.351562	-69.737526
611.328125	-69.710289
612.304688	-69.569717
613.281250	-69.743454
614.257812	-69.028023
615.234375	-69.127831
616.210938	-69.380119
617.187500	-69.077309
618.164062	-69.135674
619.140625	-68.631500
620.117188	-68.169960
621.093750	-68.647324
622.070312	-68.881805
623.046875	-69.244873
624.023438	-68.182091
625.000000	-67.989159
625.976562	-67.764793
626.953125	-67.508926
627.929688	-67.982826
628.906250	-68.036163
629.882812	-67.488823
630.859375	-67.573418
631.835938	-67.612434
632.812500	-68.229126
633.789062	-67.117424
634.765625	-66.912971
635.742188	-66.665909
636.718750	-65.572296
637.695312	-65.477646
638.671875	-65.021004
639.648438	-64.684830
640.625000	-65.265480
641.601562	-65.037949
642.578125	-64.227608
643.554688	-64.050117
644.531250	-64.223579
645.507812	-63.435219
646.484375	-63.284679
647.460938	-63.164806
648.437500	-62.809376
649.414062	-62.379326
650.390625	-63.094757
651.367188	-61.976234
652.343750	-60.004990
653.320312	-59.850437
654.296875	-59.815823
655.273438	-59.638653
656.250000	-60.071365
657.226562	-59.546696
658.203125	-58.360085
659.179688	-57.460213
660.156250	-57.985603
661.132812	-57.370327
662.109375	-57.026428
663.085938	-56.909824
664.062500	-56.190807
665.039062	-56.386456
666.015625	-55.935535
666.992188	-55.539463
667.968750	-54.811726
668.945312	-54.495281
669.921875	-55.135509
670.898438	-54.803680
671.875000	-55.176239
672.851562	-56.069588
673.828125	-56.041672
674.804688	-56.955578
675.781250	-57.774529
676.757812	-57.902805
677.734375	-58.742245
678.710938	-58.673244
679.687500	-59.062054
680.664062	-59.339058
681.640625	-59.184887
682.617188	-59.454742
683.593750	-60.805729
684.570312	-62.156834
685.546875	-61.176483
686.523438	-62.141869
687.500000	-62.238815
688.476562	-62.551960
689.453125	-62.590031
690.429688	-62.596157
691.406250	-63.624947
692.382812	-63.162361
693.359375	-64.004700
694.335938	-65.361137
695.312500	-65.614403
696.289062	-65.282288
697.265625	-64.865005
698.242188	-65.210716
699.218750	-65.252213
700.195312	-65.296989
701.171875	-65.769905
702.148438	-66.463501
703.125000	-66.022873
704.101562	-66.238670
705.078125	-66.731720
706.054688	-67.185875
707.031250	-67.549217
708.007812	-67.054642
708.984375	-66.719620
709.960938	-66.418289
710.937500	-66.904533
711.914062	-67.904274
712.890625	-67.404755
713.867188	-67.130058
714.843750	-68.093666
715.820312	-67.570007
716.796875	-67.753647
717.773438	-68.102844
718.750000	-68.297409
719.726562	-68.145844
720.703125	-69.662590
721.679688	-69.838913
722.656250	-68.792274
723.632812	-69.069817
724.609375	-69.277321
725.585938	-68.809586
726.562500	-68.664452
727.539062	-69.071358
728.515625	-69.720871
729.492188	-69.085144
730.468750	-69.227051
731.445312	-69.609566
732.421875	-69.870850
733.398438	-69.370079
734.375000	-68.505936
735.351562	-69.105003
736.328125	-69.652740
737.304688	-69.733490
738.281250	-69.510529
739.257812	-69.367485
740.234375	-69.820427
741.210938	-70.658768
742.187500	-70.759514
743.164062	-69.776276
744.140625	-68.838013
745.117188	-68.864616
746.093750	-70.057518
747.070312	-70.542587
748.046875	-70.580948
749.023438	-70.969543
750.000000	-70.332932
750.976562	-70.200195
751.953125	-69.424446
752.929688	-69.976776
753.906250	-70.510406
754.882812	-70.197166
755.859375	-69.838646
756.835938	-70.411613
757.812500	-70.072853
758.789062	-70.331245
759.765625	-69.356445
760.742188	-68.370445
761.718750	-68.844406
762.695312	-69.305321
763.671875	-68.605919
764.648438	-68.655937
765.625000	-69.055794
766.601562	-69.907974
767.578125	-69.120987
768.554688	-68.358757
769.531250	-68.382271
770.507812	-68.591553
771.484375	-68.472557
772.460938	-68.718781
773.437500	-68.765244
774.414062	-69.164612
775.390625	-68.893684
776.367188	-67.957230
777.343750	-67.644096
778.320312	-69.065674
779.296875	-68.489403
780.273438	-68.527145
781.250000	-69.260231
782.226562	-68.904770
783.203125	-68.084557
784.179688	-67.740402
785.156250	-67.939369
786.132812	-67.147896
787.109375	-67.026726
788.085938	-67.730583
789.062500	-66.862793
790.039062	-65.875053
791.015625	-66.554062
791.992188	-66.247299
792.968750	-65.546677
793.945312	-66.013657
794.921875	-65.794868
795.898438	-66.363701
796.875000	-65.710320
797.851562	-65.070160
798.828125	-64.469833
799.804688	-64.708900
800.781250	-64.945160
801.757812	-64.664742
802.734375	-63.489307
803.710938	-63.265156
804.687500	-64.080910
805.664062	-64.144073
806.640625	-63.559574
807.617188	-63.048298
808.593750	-62.089046
809.570312	-61.133030
810.546875	-61.450760
811.523438	-61.866329
812.500000	-62.588474
813.476562	-61.229317
814.453125	-61.464531
815.429688	-60.137970
816.406250	-59.158546
817.382812	-59.118633
818.359375	-58.923241
819.335938	-58.671200
820.312500	-58.801811
821.289062	-57.789749
822.265625	-56.596874
823.242188	-56.506721
824.218750	-56.115471
825.195312	-55.567020
826.171875	-54.782684
827.148438	-53.876862
828.125000	-54.103840
829.101562	-53.963337
830.078125	-53.561584
831.054688	-53.227463
832.031250	-52.225414
833.007812	-52.540222
833.984375	-53.084843
834.960938	-53.273067
835.937500	-53.578709
836.914062	-53.981258
837.890625	-54.561626
838.867188	-55.772243
839.843750	-54.763779
840.820312	-55.947418
841.796875	-57.166451
842.773438	-56.723694
843.750000	-57.251415
844.726562	-57.084198
845.703125	-57.971424
846.679688	-58.871315
847.656250	-59.936630
848.632812	-59.569401
849.609375	-59.747124
850.585938	-60.229977
851.562500	-61.440552
852.539062	-61.480347
853.515625	-61.743023
854.492188	-61.865086
855.468750	-62.285553
856.445312	-62.463757
857.421875	-62.561821
858.398438	-62.945576
859.375000	-63.077805
860.351562	-63.333008
861.328125	-63.754025
862.304688	-63.765255
863.281250	-63.933170
864.257812	-63.847153
865.234375	-64.074234
866.210938	-64.270508
867.187500	-64.739548
868.164062	-64.966347
869.140625	-65.669601
870.117188	-65.509224
871.093750	-65.701042
872.070312	-65.763870
873.046875	-65.722610
874.023438	-66.826637
875.000000	-66.958313
875.976562	-66.160202
876.953125	-66.426285
877.929688	-66.778488
878.906250	-67.648819
879.882812	-67.823792
880.859375	-67.358841
881.835938	-67.155685
882.812500	-67.437431
883.789062	-67.508530
884.765625	-67.475700
885.742188	-67.594086
886.718750	-68.012207
887.695312	-67.705551
888.671875	-67.932564
889.648438	-68.161896
890.625000	-68.054550
891.601562	-67.758957
892.578125	-67.675026
893.554688	-67.978966
894.531250	-68.225677
895.507812	-67.391975
896.484375	-68.099014
897.460938	-68.552963
898.437500	-68.259079
899.414062	-68.211151
900.390625	-67.698982
901.367188	-67.790024
902.343750	-67.736168
903.320312	-68.216957
904.296875	-67.763565
905.273438	-67.692558
906.250000	-67.828484
907.226562	-68.102081
908.203125	-68.335648
909.179688	-68.013931
910.156250	-67.697540
911.132812	-68.051605
912.109375	-69.035095
913.085938	-68.658371
914.062500	-68.416214
915.039062	-69.387299
916.015625	-68.774513
916.992188	-68.165382
917.968750	-69.035164
918.945312	-69.472603
919.921875	-70.147102
920.898438	-68.490616
921.875000	-68.583824
922.851562	-69.281311
923.828125	-68.641350
924.804688	-68.581024
925.781250	-67.866394
926.757812	-67.301109
927.734375	-68.393738
928.710938	-68.698341
929.687500	-67.862923
930.664062	-67.705795
931.640625	-67.474838
932.617188	-67.532715
933.593750	-69.061844
934.570312	-68.665611
935.546875	-67.055588
936.523438	-67.249710
937.500000	-66.956589
938.476562	-66.769867
939.453125	-67.012268
940.429688	-67.096306
941.406250	-67.697922
942.382812	-67.690956
943.359375	-67.823708
944.335938	-67.411682
945.312500	-67.167747
946.289062	-67.072456
947.265625	-67.063492
948.242188	-66.615166
949.218750	-66.018661
950.195312	-65.631416
951.171875	-66.340958
952.148438	-66.860283
953.125000	-67.365883
954.101562	-66.522568
955.078125	-65.470497
956.054688	-64.978477
957.031250	-65.733643
958.007812	-66.190521
958.984375	-65.181480
959.960938	-65.536919
960.937500	-65.133644
961.914062	-65.649628
962.890625	-64.457451
963.867188	-64.248978
964.843750	-63.826237
965.820312	-62.761456
966.796875	-62.610550
967.773438	-63.067051
968.750000	-63.201244
969.726562	-62.590286
970.703125	-62.093559
971.679688	-61.834133
972.656250	-62.235302
973.632812	-61.536533
974.609375	-61.289509
975.585938	-61.646404
976.562500	-60.343437
977.539062	-60.456844
978.515625	-60.783909
979.492188	-60.633564
980.468750	-60.270031
981.445312	-59.856201
982.421875	-60.010284
983.398438	-59.436874
984.375000	-58.846237
985.351562	-57.350445
986.328125	-56.513676
987.304688	-56.056351
988.281250	-55.694248
989.257812	-56.226181
990.234375	-56.115459
991.210938	-55.007290
992.187500	-53.527550
993.164062	-53.460148
994.140625	-52.705109
995.117188	-51.883694
996.093750	-51.602749
997.070312	-52.156090
998.046875	-51.695591
999.023438	-51.681007
1000.000000	-51.843052
1000.976562	-52.037563
1001.953125	-51.329464
1002.929688	-51.735306
1003.906250	-51.726788
1004.882812	-52.702610
1005.859375	-53.261013
1006.835938	-53.872307
1007.812500	-54.309456
1008.789062	-54.766605
1009.765625	-54.724323
1010.742188	-54.986797
1011.718750	-56.007648
1012.695312	-56.651989
1013.671875	-57.259266
1014.648438	-57.652596
1015.625000	-57.775650
1016.601562	-58.053326
1017.578125	-57.914104
1018.554688	-58.456905
1019.531250	-59.787910
1020.507812	-60.722351
1021.484375	-60.377914
1022.460938	-60.689831
1023.437500	-60.754562
1024.414062	-60.914207
1025.390625	-61.623329
1026.367188	-61.400883
1027.343750	-61.315849
1028.320312	-62.284466
1029.296875	-62.129192
1030.273438	-62.497314
1031.250000	-63.050144
1032.226562	-63.772259
1033.203125	-63.887306
1034.179688	-64.384644
1035.156250	-64.129227
1036.132812	-63.083607
1037.109375	-63.624897
1038.085938	-64.560020
1039.062500	-64.236343
1040.039062	-64.441620
1041.015625	-64.420692
1041.992188	-64.305550
1042.968750	-64.969109
1043.945312	-65.665535
1044.921875	-65.536369
1045.898438	-64.948448
1046.875000	-65.236183
1047.851562	-65.228699
1048.828125	-65.122391
1049.804688	-66.006989
1050.781250	-65.817192
1051.757812	-65.437210
1052.734375	-65.562157
1053.710938	-65.846657
1054.687500	-67.347000
1055.664062	-66.025810
1056.640625	-66.033653
1057.617188	-67.060135
1058.593750	-66.956215
1059.570312	-66.125404
1060.546875	-65.884460
1061.523438	-67.236900
1062.500000	-67.727928
1063.476562	-67.651360
1064.453125	-66.937790
1065.429688	-66.599594
1066.406250	-67.268463
1067.382812	-67.404930
1068.359375	-66.246414
1069.335938	-66.694618
1070.312500	-67.335747
1071.289062	-67.723450
1072.265625	-66.468475
1073.242188	-66.919998
1074.218750	-67.175522
1075.195312	-67.005920
1076.171875	-66.886475
1077.148438	-67.021942
1078.125000	-68.007172
1079.101562	-67.297958
1080.078125	-67.139053
1081.054688	-67.070686
1082.031250	-66.054848
1083.007812	-66.822105
1083.984375	-67.226074
1084.960938	-67.295334
1085.937500	-67.286888
1086.914062	-67.529129
1087.890625	-67.050392
1088.867188	-66.748413
1089.843750	-66.819832
1090.820312	-66.254601
1091.796875	-66.638710
1092.773438	-66.537636
1093.750000	-66.554771
1094.726562	-66.439865
1095.703125	-66.386673
1096.679688	-66.082848
1097.656250	-66.282059
1098.632812	-66.381348
1099.609375	-66.404655
1100.585938	-66.329185
1101.562500	-65.275429
1102.539062	-65.358017
1103.515625	-65.091789
1104.492188	-66.259193
1105.468750	-66.826332
1106.445312	-65.178947
1107.421875	-64.779175
1108.398438	-65.329117
1109.375000	-64.923317
1110.351562	-64.365753
1111.328125	-64.670647
1112.304688	-65.473892
1113.281250	-65.756012
1114.257812	-65.883499
1115.234375	-64.588638
1116.210938	-64.676567
1117.187500	-64.638962
1118.164062	-64.675842
1119.140625	-64.158691
1120.117188	-64.060669
1121.093750	-63.693619
1122.070312	-64.316689
1123.046875	-63.762051
1124.023438	-62.676376
1125.000000	-62.637585
1125.976562	-62.530720
1126.953125	-62.996830
1127.929688	-62.833843
1128.906250	-62.518242
1129.882812	-62.604946
1130.859375	-62.074558
1131.835938	-61.791847
1132.812500	-61.620731
1133.789062	-61.489094
1134.765625	-61.461594
1135.742188	-61.119751
1136.718750	-60.998726
1137.695312	-60.900402
1138.671875	-60.157688
1139.648438	-60.214211
1140.625000	-59.744629
1141.601562	-59.280304
1142.578125	-59.101051
1143.554688	-58.872421
1144.531250	-58.253391
1145.507812	-58.322491
1146.484375	-57.900723
1147.460938	-57.122654
1148.437500	-56.859318
1149.414062	-56.842857
1150.390625	-57.261074
1151.367188	-56.423210
1152.343750	-55.881340
1153.320312	-55.244545
1154.296875	-55.111588
1155.273438	-54.600910
1156.250000	-53.763008
1157.226562	-53.251343
1158.203125	-52.066063
1159.179688	-51.040421
1160.156250	-50.957947
1161.132812	-51.521175
1162.109375	-50.914700
1163.085938	-51.262115
1164.062500	-50.889717
1165.039062	-50.254391
1166.015625	-50.348595
1166.992188	-50.612751
1167.968750	-50.225456
1168.945312	-50.315479
1169.921875	-51.216366
1170.898438	-52.400375
1171.875000	-52.619019
1172.851562	-53.675655
1173.828125	-54.937855
1174.804688	-54.403458
1175.781250	-55.531010
1176.757812	-56.336082
1177.734375	-56.747761
1178.710938	-56.599052
1179.687500	-56.324848
1180.664062	-57.076626
1181.640625	-57.538540
1182.617188	-57.154549
1183.593750	-58.903214
1184.570312	-59.321728
1185.546875	-58.642677
1186.523438	-59.178101
1187.500000	-60.165306
1188.476562	-60.433899
1189.453125	-60.717129
1190.429688	-60.520794
1191.406250	-61.103443
1192.382812	-60.927868
1193.359375	-60.817184
1194.335938	-61.393421
1195.312500	-61.849880
1196.289062	-61.641277
1197.265625	-61.254707
1198.242188	-62.971760
1199.218750	-63.418907
1200.195312	-63.325111
1201.171875	-63.788651
1202.148438	-64.466110
1203.125000	-64.344002
1204.101562	-63.927242
1205.078125	-63.732525
1206.054688	-63.375610
1207.031250	-63.801975
1208.007812	-64.704834
1208.984375	-63.986031
1209.960938	-63.930660
1210.937500	-65.174690
1211.914062	-65.130295
1212.890625	-65.259781
1213.867188	-64.751564
1214.843750	-64.776527
1215.820312	-64.448105
1216.796875	-65.263535
1217.773438	-65.569008
1218.750000	-65.767380
1219.726562	-66.277100
