Frequency (Hz)	Level (dB)
4640.625000	-43.269150
4656.250000	-43.276035
4671.875000	-43.021343
4687.500000	-42.401810
4703.125000	-41.447021
4718.750000	-40.240032
4734.375000	-38.345810
4750.000000	-36.393921
4765.625000	-34.547043
4781.250000	-33.732643
4796.875000	-34.763443
4812.500000	-36.609558
4828.125000	-38.360603
4843.750000	-40.084267
4859.375000	-41.300026
4875.000000	-41.816795
4890.625000	-42.270081
4906.250000	-42.443893
4921.875000	-42.521824
4937.500000	-41.990959
4953.125000	-41.298859
4968.750000	-40.107410
4984.375000	-38.939117
5000.000000	-37.284637
5015.625000	-35.417885
5031.250000	-34.029415
5046.875000	-33.850433
5062.500000	-34.881851
5078.125000	-36.375721
5093.750000	-37.895535
5109.375000	-39.292797
5125.000000	-40.036037
5140.625000	-40.675152
5156.250000	-41.093109
5171.875000	-41.115932
5187.500000	-40.970211
5203.125000	-40.346935
5218.750000	-39.416321
5234.375000	-38.343792
5250.000000	-37.230961
5265.625000	-35.762180
5281.250000	-34.348366
5296.875000	-33.337620
5312.500000	-33.363384
5328.125000	-34.187008
5343.750000	-35.487286
5359.375000	-36.698265
5375.000000	-37.975830
5390.625000	-38.886471
5406.250000	-38.971024
5421.875000	-39.001652
5437.500000	-39.133835
5453.125000	-38.747845
5468.750000	-38.196156
5484.375000	-37.480053
5500.000000	-36.598194
5515.625000	-35.379101
5531.250000	-34.383198
5546.875000	-33.947739
5562.500000	-33.775417
5578.125000	-33.908440
5593.750000	-34.188026
5609.375000	-34.842186
5625.000000	-35.429096
5640.625000	-36.270023
5656.250000	-36.375435
5671.875000	-36.686508
5687.500000	-36.686913
5703.125000	-36.460670
5718.750000	-36.420551
5734.375000	-36.269058
5750.000000	-36.049347
5765.625000	-35.748844
5781.250000	-35.377789
5796.875000	-34.950405
5812.500000	-34.799896
5828.125000	-34.756958
5843.750000	-34.850193
5859.375000	-34.685051
5875.000000	-34.649578
5890.625000	-34.811218
5906.250000	-34.906677
5921.875000	-34.909164
5937.500000	-35.513321
5953.125000	-35.908119
5968.750000	-36.639336
5984.375000	-37.048840
6000.000000	-37.532581
6015.625000	-37.894733
6031.250000	-38.134769
6046.875000	-38.220699
6062.500000	-38.198376
6078.125000	-37.879807
6093.750000	-37.400024
6109.375000	-36.874813
6125.000000	-36.128960
6140.625000	-35.639553
6156.250000	-35.248169
6171.875000	-35.570198
6187.500000	-36.471733
6203.125000	-37.456020
6218.750000	-38.820988
6234.375000	-40.009918
6250.000000	-40.790798
6265.625000	-41.463341
6281.250000	-42.135166
6296.875000	-42.398495
6312.500000	-42.621464
6328.125000	-42.459038
6343.750000	-41.682442
6359.375000	-41.099514
6375.000000	-40.172462
6390.625000	-39.310219
6406.250000	-38.379398
6421.875000	-38.251774
6437.500000	-38.982128
6453.125000	-40.411777
6468.750000	-42.123219
6484.375000	-43.872269
6500.000000	-45.077297
6515.625000	-46.072315
6531.250000	-47.014767
6546.875000	-47.730553
6562.500000	-47.732056
6578.125000	-47.901482
6593.750000	-47.541607
6609.375000	-47.167259
6625.000000	-46.518017
6640.625000	-45.328941
6656.250000	-44.103260
6671.875000	-43.157490
6687.500000	-43.242516
6703.125000	-44.384304
6718.750000	-46.391640
6734.375000	-48.480652
6750.000000	-50.074780
6765.625000	-51.215553
6781.250000	-52.510246
6796.875000	-53.513119
6812.500000	-54.222717
6828.125000	-54.608448
6843.750000	-54.511230
6859.375000	-54.338326
6875.000000	-54.010166
6890.625000	-53.072151
6906.250000	-51.763573
6921.875000	-50.455559
6937.500000	-49.760590
6953.125000	-50.461235
6968.750000	-51.878239
6984.375000	-54.101788
7000.000000	-56.633656
7015.625000	-58.409378
7031.250000	-59.891560
7046.875000	-61.087040
7062.500000	-62.264885
7078.125000	-63.045784
7093.750000	-63.565601
7109.375000	-63.764465
7125.000000	-63.799126
7140.625000	-63.483841
7156.250000	-62.829201
7171.875000	-61.730339
7187.500000	-60.516041
7203.125000	-59.742142
7218.750000	-60.413422
7234.375000	-62.603413
7250.000000	-65.099525
7265.625000	-67.559105
7281.250000	-69.618210
7296.875000	-71.293091
7312.500000	-72.957764
7328.125000	-74.096558
7343.750000	-75.210693
7359.375000	-75.867538
7375.000000	-76.306488
7390.625000	-76.549301
7406.250000	-76.305626
7421.875000	-75.893059
7437.500000	-74.938057
7453.125000	-74.137581
7468.750000	-73.897049
7484.375000	-75.094551
7500.000000	-77.426369
7515.625000	-80.642014
7531.250000	-83.750771
7546.875000	-86.328232
7562.500000	-88.409500
7578.125000	-90.428009
7593.750000	-92.299515
7609.375000	-94.022659
7625.000000	-95.486549
7640.625000	-97.078209
7656.250000	-98.475174
7671.875000	-99.788750
7687.500000	-101.164551
7703.125000	-102.701920
7718.750000	-104.460999
7734.375000	-106.355400
7750.000000	-109.489815
7765.625000	-113.509399
7781.250000	-117.990021
7796.875000	-122.584702
7812.500000	-127.438828
7828.125000	-132.359238
7843.750000	-137.342987
7859.375000	-142.361191
7875.000000	-147.441818
7890.625000	-151.089188
7906.250000	-153.059296
7921.875000	-153.627457
7937.500000	-153.840790
7953.125000	-153.944244
7968.750000	-154.003250
7984.375000	-154.055084
